local_day,day_index,date,price,real_price,log_return,aggregate_action,total_demand,active_agents,alive_agents,best_bid,best_ask,spread,mid_price,num_fills,mean_action_lstm,mean_action_gru,mean_action_cnn,mean_action_mlp,mean_action_momentum,mean_action_value,mean_action_random,mean_action_band_low,mean_action_band_mid,mean_action_band_high
85,704,2014-03-25,175.11540055615714,178.8,0.008085692131245428,1.2566666666666666,1.2566666666666666,169,300,173.70518032628382,173.70518032628382,0.0,173.70518032628382,0,0.0,-0.6666666666666666,-0.6666666666666666,-0.1111111111111111,0.67,3.45,-0.34375,-0.3333333333333333,-0.4166666666666667,-0.3333333333333333
86,705,2014-03-26,175.73006767587785,179.75,0.003503922976107122,0.7766666666666666,0.7766666666666666,136,300,175.11540055615714,175.11540055615714,0.0,175.11540055615714,0,0.0,-0.4444444444444444,-0.2222222222222222,0.6666666666666666,-0.31,2.56,0.125,-0.16666666666666666,0.0,0.16666666666666666
87,706,2014-03-27,176.914583576575,186.15,0.006717926112341055,1.2033333333333334,1.2033333333333334,154,300,175.73006767587785,175.73006767587785,0.0,175.73006767587785,0,-0.2222222222222222,-0.7777777777777778,-0.5555555555555556,0.3333333333333333,0.39,3.26,0.109375,-0.6666666666666666,-0.16666666666666666,-0.08333333333333333
88,707,2014-03-28,178.76265568387313,187.45,0.010391942664650322,1.84,1.84,156,300,176.914583576575,176.914583576575,0.0,176.914583576575,0,0.0,-0.3333333333333333,-0.5555555555555556,0.7777777777777778,2.19,3.23,0.171875,0.0,0.0,-0.08333333333333333
89,708,2014-03-31,180.05736337642026,186.3,0.007216505448850125,1.1933333333333334,1.1933333333333334,141,300,178.76265568387313,178.76265568387313,0.0,178.76265568387313,0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.58,2.9,-0.046875,0.5833333333333334,0.5,0.0
90,709,2014-04-01,181.0651623916289,186.0,0.005581494144684017,0.9366666666666666,0.9366666666666666,138,300,180.05736337642026,180.05736337642026,0.0,180.05736337642026,0,0.1111111111111111,-0.3333333333333333,-0.2222222222222222,0.5555555555555556,-0.37,3.14,0.046875,0.16666666666666666,-0.16666666666666666,0.08333333333333333
91,710,2014-04-02,181.92473505529438,181.3,0.004736078201771057,0.9266666666666666,0.9266666666666666,148,300,181.0651623916289,181.0651623916289,0.0,181.0651623916289,0,0.0,-0.4444444444444444,-0.3333333333333333,0.6666666666666666,-0.11,2.92,-0.03125,0.08333333333333333,-0.16666666666666666,0.0
92,711,2014-04-03,182.5284223287599,179.85,0.003312841792436994,0.2833333333333333,0.2833333333333333,162,300,181.92473505529438,181.92473505529438,0.0,181.92473505529438,0,0.0,-0.3333333333333333,-0.3333333333333333,0.4444444444444444,-2.21,3.05,0.046875,0.16666666666666666,-0.25,-0.08333333333333333
93,712,2014-04-04,183.05667643112608,177.0,0.002889912481690588,0.7,0.7,141,300,182.5284223287599,182.5284223287599,0.0,182.5284223287599,0,-0.2222222222222222,-0.3333333333333333,-0.3333333333333333,0.2222222222222222,-0.71,3.09,-0.34375,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666
94,713,2014-04-07,183.25522263335472,183.45,0.0010840282402980416,0.5333333333333333,0.5333333333333333,146,300,183.05667643112608,183.05667643112608,0.0,183.05667643112608,0,0.1111111111111111,-0.1111111111111111,-0.2222222222222222,0.1111111111111111,-1.33,3.12,-0.28125,-0.08333333333333333,0.0,0.0
95,714,2014-04-09,184.7627116709336,193.0,0.008192521769260906,1.6633333333333333,1.6633333333333333,147,300,183.25522263335472,183.25522263335472,0.0,183.25522263335472,0,-0.1111111111111111,-0.1111111111111111,-1.0,0.2222222222222222,1.89,3.12,0.109375,-0.25,-0.4166666666666667,-0.08333333333333333
96,715,2014-04-10,186.68152676686722,193.65,0.010331737396712821,1.97,1.97,145,300,184.7627116709336,184.7627116709336,0.0,184.7627116709336,0,0.6666666666666666,1.1111111111111112,-0.3333333333333333,0.7777777777777778,2.26,3.32,0.203125,0.9166666666666666,0.16666666666666666,0.5833333333333334
97,716,2014-04-11,187.8086265188666,187.0,0.006019400752246354,1.3233333333333333,1.3233333333333333,160,300,186.68152676686722,186.68152676686722,0.0,186.68152676686722,0,1.2222222222222223,1.6666666666666667,-0.2222222222222222,0.4444444444444444,0.51,3.0,0.28125,0.4166666666666667,0.9166666666666666,1.0
98,717,2014-04-15,188.3498160505181,194.1,0.002877457176634073,0.4633333333333333,0.4633333333333333,152,300,187.8086265188666,187.8086265188666,0.0,187.8086265188666,0,0.7777777777777778,1.0,-0.1111111111111111,0.5555555555555556,-2.22,3.38,0.046875,0.75,0.6666666666666666,0.25
99,718,2014-04-16,190.17066629468033,198.4,0.009620955136194442,1.7266666666666666,1.7266666666666666,154,300,188.3498160505181,188.3498160505181,0.0,188.3498160505181,0,0.1111111111111111,0.2222222222222222,-1.0,-0.3333333333333333,2.09,3.11,0.109375,-0.4166666666666667,-0.25,-0.08333333333333333
100,719,2014-04-17,192.04857760421663,204.0,0.009826435744577157,1.58,1.58,138,300,190.17066629468033,190.17066629468033,0.0,190.17066629468033,0,1.1111111111111112,2.5555555555555554,0.4444444444444444,0.5555555555555556,1.3,2.92,0.15625,1.4166666666666667,0.9166666666666666,1.1666666666666667
101,720,2014-04-21,193.86851038729984,204.8,0.009431799374976362,1.83,1.83,143,300,192.04857760421663,192.04857760421663,0.0,192.04857760421663,0,1.3333333333333333,0.5555555555555556,0.3333333333333333,1.2222222222222223,1.87,3.15,0.25,1.0,0.8333333333333334,0.75
102,721,2014-04-22,195.56039600466372,204.45,0.008689114929384094,1.45,1.45,160,300,193.86851038729984,193.86851038729984,0.0,193.86851038729984,0,0.5555555555555556,1.2222222222222223,0.1111111111111111,1.4444444444444444,0.34,3.6,0.171875,0.8333333333333334,1.0,0.6666666666666666
103,722,2014-04-23,196.3484487580739,198.7,0.00402161791480899,1.0066666666666666,1.0066666666666666,142,300,195.56039600466372,195.56039600466372,0.0,195.56039600466372,0,0.2222222222222222,2.2222222222222223,0.0,0.8888888888888888,-0.22,2.96,-0.03125,0.8333333333333334,0.75,0.9166666666666666
104,723,2014-04-25,196.66109486098,192.15,0.0015910360139332013,0.7333333333333333,0.7333333333333333,150,300,196.3484487580739,196.3484487580739,0.0,196.3484487580739,0,0.6666666666666666,0.0,0.1111111111111111,0.3333333333333333,-1.88,3.96,0.03125,0.3333333333333333,0.3333333333333333,0.16666666666666666
105,724,2014-04-28,196.64716558758786,191.55,-7.083132900425063e-05,0.37,0.37,146,300,196.66109486098,196.66109486098,0.0,196.66109486098,0,0.3333333333333333,0.8888888888888888,-0.2222222222222222,0.4444444444444444,-2.12,3.25,-0.234375,0.16666666666666666,1.0,-0.08333333333333333
106,725,2014-04-29,197.23313787517222,188.2,0.002975384728454936,1.02,1.02,157,300,196.64716558758786,196.64716558758786,0.0,196.64716558758786,0,0.5555555555555556,1.1111111111111112,-0.7777777777777778,0.5555555555555556,-0.76,3.62,0.109375,0.08333333333333333,-0.25,1.25
107,726,2014-04-30,197.40679833193386,185.85,0.0008800957634446308,0.5433333333333333,0.5433333333333333,152,300,197.23313787517222,197.23313787517222,0.0,197.23313787517222,0,1.2222222222222223,2.0,0.6666666666666666,0.5555555555555556,-1.41,2.55,0.140625,1.0,0.6666666666666666,1.6666666666666667
108,727,2014-05-02,197.73796885942355,186.05,0.0016761988644458151,0.39666666666666667,0.39666666666666667,160,300,197.40679833193386,197.40679833193386,0.0,197.40679833193386,0,1.7777777777777777,3.111111111111111,-0.1111111111111111,1.3333333333333333,-1.42,2.12,-0.09375,1.25,1.4166666666666667,1.9166666666666667
109,728,2014-05-05,198.84616120990816,192.5,0.005588701871107959,0.6833333333333333,0.6833333333333333,161,300,197.73796885942355,197.73796885942355,0.0,197.73796885942355,0,0.5555555555555556,2.3333333333333335,0.2222222222222222,0.7777777777777778,-0.3,1.98,0.03125,1.0,0.4166666666666667,1.5
110,729,2014-05-06,200.84959063622765,189.5,0.010024856133105997,1.7266666666666666,1.7266666666666666,144,300,198.84616120990816,198.84616120990816,0.0,198.84616120990816,0,2.4444444444444446,1.6666666666666667,0.4444444444444444,0.5555555555555556,1.77,2.89,0.09375,1.6666666666666667,1.0833333333333333,1.0833333333333333
111,730,2014-05-07,201.40707171624058,190.2,0.0027717698131652212,1.04,1.04,152,300,200.84959063622765,200.84959063622765,0.0,200.84959063622765,0,2.111111111111111,1.8888888888888888,1.1111111111111112,1.3333333333333333,-0.75,3.27,0.03125,1.0,1.9166666666666667,1.9166666666666667
112,731,2014-05-08,202.1247746664799,204.7,0.0035571106143557317,0.99,0.99,140,300,201.40707171624058,201.40707171624058,0.0,201.40707171624058,0,1.7777777777777777,2.4444444444444446,1.5555555555555556,0.1111111111111111,-0.01,2.65,-0.3125,1.0,1.75,1.6666666666666667
113,732,2014-05-09,204.09710431609784,204.6,0.009710679066876369,1.88,1.88,130,300,202.1247746664799,202.1247746664799,0.0,202.1247746664799,0,0.4444444444444444,1.4444444444444444,1.3333333333333333,0.6666666666666666,2.41,3.12,-0.375,1.1666666666666667,0.8333333333333334,0.9166666666666666
114,733,2014-05-12,205.1785550962185,224.5,0.005284718366057545,1.02,1.02,131,300,204.09710431609784,204.09710431609784,0.0,204.09710431609784,0,1.2222222222222223,2.111111111111111,1.6666666666666667,0.4444444444444444,-0.13,2.98,-0.4375,2.3333333333333335,0.8333333333333334,0.9166666666666666
115,734,2014-05-13,207.7965562362346,217.05,0.012678905529175824,2.2666666666666666,2.2666666666666666,156,300,205.1785550962185,205.1785550962185,0.0,205.1785550962185,0,1.1111111111111112,1.8888888888888888,2.4444444444444446,1.7777777777777777,2.78,3.51,-0.21875,1.75,1.75,1.9166666666666667
116,735,2014-05-14,208.23005489312968,220.4,0.0020839956011948534,0.7666666666666667,0.7666666666666667,150,300,207.7965562362346,207.7965562362346,0.0,207.7965562362346,0,1.8888888888888888,2.3333333333333335,2.111111111111111,1.2222222222222223,-1.8,3.41,0.015625,1.4166666666666667,2.4166666666666665,1.8333333333333333
117,736,2014-05-15,209.67973383258615,225.0,0.006937787978804444,1.3566666666666667,1.3566666666666667,154,300,208.23005489312968,208.23005489312968,0.0,208.23005489312968,0,1.2222222222222223,2.7777777777777777,2.4444444444444446,0.0,0.71,2.94,-0.25,1.1666666666666667,1.4166666666666667,2.25
118,737,2014-05-16,211.08505735650655,231.65,0.006679878064400855,1.66,1.66,151,300,209.67973383258615,209.67973383258615,0.0,209.67973383258615,0,0.4444444444444444,2.4444444444444446,2.5555555555555554,0.4444444444444444,1.04,3.39,0.03125,1.5833333333333333,1.1666666666666667,1.6666666666666667
119,738,2014-05-19,213.2623677530308,235.8,0.010262013506720739,1.8133333333333332,1.8133333333333332,147,300,211.08505735650655,211.08505735650655,0.0,211.08505735650655,0,2.3333333333333335,2.6666666666666665,1.6666666666666667,0.4444444444444444,1.63,3.15,0.03125,1.6666666666666667,1.5,2.1666666666666665
120,739,2014-05-20,214.5052367105322,225.65,0.005810970451709752,1.7133333333333334,1.7133333333333334,164,300,213.2623677530308,213.2623677530308,0.0,213.2623677530308,0,2.111111111111111,2.888888888888889,2.6666666666666665,1.5555555555555556,1.01,3.5,-0.3125,2.0,1.8333333333333333,3.0833333333333335
121,740,2014-05-21,215.44690917540515,225.05,0.004380366417922126,0.5066666666666667,0.5066666666666667,153,300,214.5052367105322,214.5052367105322,0.0,214.5052367105322,0,1.5555555555555556,2.888888888888889,2.2222222222222223,1.5555555555555556,-2.7,3.49,-0.015625,2.1666666666666665,0.9166666666666666,3.0833333333333335
122,741,2014-05-22,216.5454349733552,227.7,0.005085868676638532,1.0333333333333334,1.0333333333333334,146,300,215.44690917540515,215.44690917540515,0.0,215.44690917540515,0,1.2222222222222223,1.6666666666666667,1.3333333333333333,0.4444444444444444,-0.58,3.32,-0.09375,1.1666666666666667,1.4166666666666667,0.9166666666666666
123,742,2014-05-23,217.86566565272557,223.25,0.0060782735163549375,1.35,1.35,135,300,216.5454349733552,216.5454349733552,0.0,216.5454349733552,0,2.111111111111111,1.5555555555555556,2.111111111111111,1.5555555555555556,0.3,3.18,-0.140625,2.4166666666666665,1.5833333333333333,1.5
124,743,2014-05-26,218.4147855606463,214.45,0.0025172807828585213,0.7333333333333333,0.7333333333333333,139,300,217.86566565272557,217.86566565272557,0.0,217.86566565272557,0,2.111111111111111,0.5555555555555556,2.111111111111111,1.1111111111111112,-1.64,3.25,0.09375,1.4166666666666667,2.0,1.0
125,744,2014-05-27,218.79523666188686,220.4,0.0017403589942151254,0.37,0.37,139,300,218.4147855606463,218.4147855606463,0.0,218.4147855606463,0,1.3333333333333333,2.4444444444444446,0.7777777777777778,1.0,-2.2,3.07,-0.40625,0.6666666666666666,1.1666666666666667,2.3333333333333335
126,745,2014-05-28,220.47310291896912,211.9,0.007639405192597116,1.64,1.64,160,300,218.79523666188686,218.79523666188686,0.0,218.79523666188686,0,1.8888888888888888,3.5555555555555554,0.7777777777777778,1.1111111111111112,1.38,3.09,-0.328125,1.25,1.8333333333333333,2.4166666666666665
127,746,2014-05-29,221.50237268815917,227.5,0.004657596118677104,0.7566666666666667,0.7566666666666667,162,300,220.47310291896912,220.47310291896912,0.0,220.47310291896912,0,2.0,3.2222222222222223,3.4444444444444446,1.0,-2.21,3.5,0.171875,2.5833333333333335,2.25,2.4166666666666665
128,747,2014-05-30,223.15597616592768,226.15,0.00743767031469829,2.04,2.04,150,300,221.50237268815917,221.50237268815917,0.0,221.50237268815917,0,2.0,3.0,2.888888888888889,1.1111111111111112,2.63,3.02,-0.53125,2.5,1.5,2.75
129,748,2014-06-02,224.838634587823,240.3,0.007511993645480797,1.1833333333333333,1.1833333333333333,156,300,223.15597616592768,223.15597616592768,0.0,223.15597616592768,0,2.2222222222222223,3.7777777777777777,2.0,1.4444444444444444,-0.68,3.4,-0.03125,2.6666666666666665,2.1666666666666665,2.25
130,749,2014-06-03,226.8146398990648,243.85,0.008750154291434184,2.033333333333333,2.033333333333333,147,300,224.838634587823,224.838634587823,0.0,224.838634587823,0,2.0,1.7777777777777777,1.6666666666666667,0.2222222222222222,2.47,3.31,-0.296875,1.25,1.25,1.75
131,750,2014-06-04,228.55936742923313,241.65,0.007662870693344123,1.4733333333333334,1.4733333333333334,142,300,226.8146398990648,226.8146398990648,0.0,226.8146398990648,0,1.7777777777777777,2.0,1.2222222222222223,1.2222222222222223,0.66,3.24,-0.0625,1.6666666666666667,1.25,1.75
132,751,2014-06-05,229.5971097036865,257.65,0.004530085684397834,1.0466666666666666,1.0466666666666666,163,300,228.55936742923313,228.55936742923313,0.0,228.55936742923313,0,1.2222222222222223,2.2222222222222223,1.2222222222222223,1.2222222222222223,-0.99,3.81,-0.328125,1.1666666666666667,1.1666666666666667,2.0833333333333335
133,752,2014-06-06,232.08521687177515,254.0,0.010778542357879983,2.12,2.12,149,300,229.5971097036865,229.5971097036865,0.0,229.5971097036865,0,0.6666666666666666,1.4444444444444444,1.2222222222222223,0.6666666666666666,2.62,3.29,0.140625,0.3333333333333333,0.6666666666666666,2.0
134,753,2014-06-09,232.50712127062587,246.05,0.0018162353538416413,0.8466666666666667,0.8466666666666667,140,300,232.08521687177515,232.08521687177515,0.0,232.08521687177515,0,1.1111111111111112,2.3333333333333335,1.4444444444444444,1.0,-1.02,3.05,-0.03125,1.6666666666666667,1.75,1.0
135,754,2014-06-10,232.50351141111128,238.2,-1.5525922466929653e-05,0.22,0.22,147,300,232.50712127062587,232.50712127062587,0.0,232.50712127062587,0,1.4444444444444444,2.0,1.0,0.6666666666666666,-2.59,2.95,-0.25,1.5833333333333333,1.1666666666666667,1.0833333333333333
136,755,2014-06-11,232.56517978810555,236.95,0.0002652011563999261,0.3233333333333333,0.3233333333333333,152,300,232.50351141111128,232.50351141111128,0.0,232.50351141111128,0,0.6666666666666666,1.8888888888888888,1.5555555555555556,1.2222222222222223,-2.68,3.21,-0.0625,1.0833333333333333,0.5,2.4166666666666665
137,756,2014-06-12,233.3898394501683,230.6,0.0035396572159948807,1.05,1.05,144,300,232.56517978810555,232.56517978810555,0.0,232.56517978810555,0,1.0,1.7777777777777777,1.3333333333333333,1.0,-0.85,3.57,-0.046875,1.5,0.75,1.5833333333333333
138,757,2014-06-13,234.63378877851778,228.1,0.005315766908114868,0.75,0.75,156,300,233.3898394501683,233.3898394501683,0.0,233.3898394501683,0,0.8888888888888888,1.1111111111111112,1.8888888888888888,1.2222222222222223,-2.04,3.73,0.15625,0.6666666666666666,1.0833333333333333,2.0833333333333335
139,758,2014-06-16,234.8416489244192,236.1,0.0008854996142098419,0.5766666666666667,0.5766666666666667,145,300,234.63378877851778,234.63378877851778,0.0,234.63378877851778,0,0.6666666666666666,1.6666666666666667,2.111111111111111,1.1111111111111112,-1.33,2.76,-0.3125,1.8333333333333333,0.8333333333333334,1.5
140,759,2014-06-17,236.1770718996209,231.05,0.00567037569562371,1.28,1.28,137,300,234.8416489244192,234.8416489244192,0.0,234.8416489244192,0,0.4444444444444444,1.3333333333333333,1.2222222222222223,1.5555555555555556,1.36,2.2,-0.203125,1.0833333333333333,0.8333333333333334,1.5
141,760,2014-06-18,237.31510229192696,225.95,0.004806975260453792,0.7066666666666667,0.7066666666666667,152,300,236.1770718996209,236.1770718996209,0.0,236.1770718996209,0,1.5555555555555556,1.8888888888888888,2.4444444444444446,1.1111111111111112,-2.01,3.38,0.1875,1.4166666666666667,1.25,2.5833333333333335
142,761,2014-06-19,237.45375998931934,232.6,0.000584106129742451,0.6133333333333333,0.6133333333333333,156,300,237.31510229192696,237.31510229192696,0.0,237.31510229192696,0,1.1111111111111112,1.7777777777777777,0.4444444444444444,1.3333333333333333,-1.86,3.33,-0.078125,0.5,1.5,1.5
143,762,2014-06-20,238.61653174638224,237.0,0.004884883973764193,1.4566666666666668,1.4566666666666668,149,300,237.45375998931934,237.45375998931934,0.0,237.45375998931934,0,1.1111111111111112,1.6666666666666667,1.5555555555555556,1.5555555555555556,1.21,2.81,-0.28125,1.6666666666666667,1.1666666666666667,1.5833333333333333
144,763,2014-06-23,240.03873966166046,238.0,0.0059425318617117515,1.5266666666666666,1.5266666666666666,155,300,238.61653174638224,238.61653174638224,0.0,238.61653174638224,0,1.2222222222222223,0.7777777777777778,0.6666666666666666,1.4444444444444444,0.89,3.5,-0.28125,1.0833333333333333,1.0,1.0
145,764,2014-06-24,241.2350309293602,237.15,0.004971364759970707,1.2466666666666666,1.2466666666666666,148,300,240.03873966166046,240.03873966166046,0.0,240.03873966166046,0,0.8888888888888888,1.4444444444444444,1.7777777777777777,0.8888888888888888,-0.2,3.42,0.109375,0.6666666666666666,1.0833333333333333,2.0
146,765,2014-06-25,242.32487183948783,234.55,0.004507581167069644,0.96,0.96,155,300,241.2350309293602,241.2350309293602,0.0,241.2350309293602,0,0.3333333333333333,2.3333333333333335,1.1111111111111112,1.4444444444444444,-0.83,3.24,0.0,1.1666666666666667,0.8333333333333334,1.9166666666666667
147,766,2014-06-26,242.78542287613226,231.4,0.001898748305397281,0.7733333333333333,0.7733333333333333,148,300,242.32487183948783,242.32487183948783,0.0,242.32487183948783,0,1.0,1.6666666666666667,1.3333333333333333,0.8888888888888888,-1.36,3.29,-0.078125,1.4166666666666667,0.5,1.75
148,767,2014-06-27,243.64796117800057,243.7,0.003546381618295244,0.7733333333333333,0.7733333333333333,154,300,242.78542287613226,242.78542287613226,0.0,242.78542287613226,0,0.5555555555555556,1.4444444444444444,0.4444444444444444,0.8888888888888888,-1.55,3.52,0.078125,0.5,0.6666666666666666,1.3333333333333333
149,768,2014-06-30,245.03527938010518,244.2,0.00567779622430158,1.62,1.62,133,300,243.64796117800057,243.64796117800057,0.0,243.64796117800057,0,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.16,2.72,-0.3125,0.25,0.25,1.0
150,769,2014-07-01,246.3841683879136,271.25,0.005489780274805503,1.0933333333333333,1.0933333333333333,139,300,245.03527938010518,245.03527938010518,0.0,245.03527938010518,0,0.6666666666666666,0.7777777777777778,0.6666666666666666,1.8888888888888888,-0.22,3.13,0.015625,0.75,0.5833333333333334,1.6666666666666667
151,770,2014-07-02,248.36937142495768,270.4,0.008025061091920993,2.033333333333333,2.033333333333333,150,300,246.3841683879136,246.3841683879136,0.0,246.3841683879136,0,1.3333333333333333,0.3333333333333333,0.4444444444444444,1.3333333333333333,3.2,2.59,0.0,0.6666666666666666,0.8333333333333334,1.0833333333333333
152,771,2014-07-03,249.8104591755946,275.55,0.0057854279988521955,0.98,0.98,158,300,248.36937142495768,248.36937142495768,0.0,248.36937142495768,0,0.6666666666666666,0.2222222222222222,0.3333333333333333,2.6666666666666665,-0.72,3.35,-0.0625,0.9166666666666666,0.4166666666666667,1.5833333333333333
153,772,2014-07-04,251.0384263603384,280.7,0.004903553469831106,1.2533333333333334,1.2533333333333334,138,300,249.8104591755946,249.8104591755946,0.0,249.8104591755946,0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.4,3.37,-0.25,0.25,0.25,0.75
154,773,2014-07-07,252.52545694043678,258.45,0.005906042716236743,1.3433333333333333,1.3433333333333333,155,300,251.0384263603384,251.0384263603384,0.0,251.0384263603384,0,0.5555555555555556,1.5555555555555556,0.7777777777777778,0.5555555555555556,0.72,3.05,-0.078125,1.3333333333333333,0.4166666666666667,0.8333333333333334
155,774,2014-07-08,252.0859441005875,264.9,-0.0017419858135780857,-0.10666666666666667,-0.10666666666666667,142,300,252.52545694043678,252.52545694043678,0.0,252.52545694043678,0,0.2222222222222222,1.4444444444444444,0.4444444444444444,1.6666666666666667,-3.21,2.71,-0.25,0.6666666666666666,1.0,1.1666666666666667
156,775,2014-07-09,252.99078984809117,270.3,0.003583006916429954,1.2,1.2,149,300,252.0859441005875,252.0859441005875,0.0,252.0859441005875,0,-0.2222222222222222,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.72,2.98,-0.296875,-0.16666666666666666,0.16666666666666666,0.75
157,776,2014-07-10,254.4024838391493,248.7,0.005564510634571155,1.3533333333333333,1.3533333333333333,138,300,252.99078984809117,252.99078984809117,0.0,252.99078984809117,0,1.0,1.0,1.2222222222222223,1.1111111111111112,0.59,3.06,0.03125,1.5833333333333333,1.0833333333333333,0.5833333333333334
158,777,2014-07-11,254.40337697012797,252.8,3.510694539652031e-06,-0.25,-0.25,154,300,254.4024838391493,254.4024838391493,0.0,254.4024838391493,0,1.1111111111111112,1.5555555555555556,0.6666666666666666,1.1111111111111112,-3.86,2.94,-0.359375,0.9166666666666666,0.3333333333333333,2.0833333333333335
159,778,2014-07-14,255.32583670358795,262.95,0.0036194148412353093,0.9266666666666666,0.9266666666666666,153,300,254.40337697012797,254.40337697012797,0.0,254.40337697012797,0,0.5555555555555556,1.3333333333333333,0.5555555555555556,0.5555555555555556,0.03,2.63,-0.234375,0.5833333333333334,0.3333333333333333,1.3333333333333333
160,779,2014-07-15,256.59142134010017,281.0,0.0049444991160212575,1.73,1.73,159,300,255.32583670358795,255.32583670358795,0.0,255.32583670358795,0,0.6666666666666666,1.8888888888888888,0.6666666666666666,1.5555555555555556,1.62,3.41,-0.421875,1.1666666666666667,0.9166666666666666,1.5
161,780,2014-07-16,258.5957239526196,285.65,0.007780911239576802,1.94,1.94,145,300,256.59142134010017,256.59142134010017,0.0,256.59142134010017,0,1.5555555555555556,1.1111111111111112,0.7777777777777778,1.5555555555555556,2.6,2.85,-0.125,1.5833333333333333,0.8333333333333334,1.3333333333333333
162,781,2014-07-17,259.60287932324695,288.3,0.0038871453239283428,1.2866666666666666,1.2866666666666666,142,300,258.5957239526196,258.5957239526196,0.0,258.5957239526196,0,1.0,2.3333333333333335,0.1111111111111111,1.2222222222222223,0.55,2.96,-0.109375,1.25,0.5,1.75
163,782,2014-07-18,260.43903571276985,288.1,0.0032157296783159547,1.18,1.18,155,300,259.60287932324695,259.60287932324695,0.0,259.60287932324695,0,1.2222222222222223,1.8888888888888888,0.7777777777777778,1.3333333333333333,-0.03,3.39,-0.453125,1.0,1.0,1.9166666666666667
164,783,2014-07-21,261.4953304000372,284.8,0.004047620536124471,0.9733333333333334,0.9733333333333334,152,300,260.43903571276985,260.43903571276985,0.0,260.43903571276985,0,0.8888888888888888,2.111111111111111,1.0,1.1111111111111112,-0.96,3.47,-0.078125,1.5833333333333333,0.25,2.0
165,784,2014-07-22,262.5038799038141,279.8,0.0038494361416904913,0.65,0.65,169,300,261.4953304000372,261.4953304000372,0.0,261.4953304000372,0,1.2222222222222223,1.5555555555555556,0.6666666666666666,1.1111111111111112,-1.79,3.52,-0.296875,0.75,1.25,1.4166666666666667
166,785,2014-07-23,263.415638409243,275.7,0.003467296371864359,0.42333333333333334,0.42333333333333334,140,300,262.5038799038141,262.5038799038141,0.0,262.5038799038141,0,1.0,2.2222222222222223,0.4444444444444444,0.3333333333333333,-1.94,2.86,-0.015625,0.6666666666666666,0.8333333333333334,1.5
167,786,2014-07-24,264.11973756730606,268.05,0.0026693928340146456,0.21666666666666667,0.21666666666666667,139,300,263.415638409243,263.415638409243,0.0,263.415638409243,0,0.3333333333333333,0.4444444444444444,0.7777777777777778,0.7777777777777778,-1.94,2.55,-0.265625,0.6666666666666666,0.4166666666666667,0.6666666666666666
168,787,2014-07-25,265.0238210577918,266.0,0.0034171610161236317,0.45,0.45,159,300,264.11973756730606,264.11973756730606,0.0,264.11973756730606,0,1.0,1.4444444444444444,0.5555555555555556,0.7777777777777778,-2.23,3.23,0.015625,0.6666666666666666,1.3333333333333333,0.8333333333333334
169,788,2014-07-28,265.15485095682027,263.65,0.0004942858270715247,0.48,0.48,155,300,265.0238210577918,265.0238210577918,0.0,265.0238210577918,0,0.4444444444444444,0.5555555555555556,0.2222222222222222,1.1111111111111112,-1.57,2.94,-0.21875,0.25,0.5833333333333334,0.9166666666666666
170,789,2014-07-30,266.2508432041152,260.55,0.004124885424953734,0.61,0.61,153,300,265.15485095682027,265.15485095682027,0.0,265.15485095682027,0,0.2222222222222222,3.0,0.4444444444444444,0.8888888888888888,-1.17,2.98,-0.609375,0.5833333333333334,1.0,1.8333333333333333
171,790,2014-07-31,267.07661106292056,259.25,0.0030966660803947756,0.49666666666666665,0.49666666666666665,144,300,266.2508432041152,266.2508432041152,0.0,266.2508432041152,0,0.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,-1.53,2.96,-0.234375,0.8333333333333334,0.3333333333333333,0.5833333333333334
172,791,2014-08-01,267.6993628782161,265.45,0.0023290204763960127,0.48333333333333334,0.48333333333333334,146,300,267.07661106292056,267.07661106292056,0.0,267.07661106292056,0,0.7777777777777778,1.4444444444444444,0.1111111111111111,1.2222222222222223,-1.12,2.48,-0.359375,0.5833333333333334,1.25,0.8333333333333334
173,792,2014-08-04,268.8398423491603,265.8,0.004251250150972986,1.4366666666666668,1.4366666666666668,151,300,267.6993628782161,267.6993628782161,0.0,267.6993628782161,0,1.1111111111111112,2.111111111111111,0.5555555555555556,0.7777777777777778,0.48,3.57,-0.234375,1.0,0.5,1.9166666666666667
174,793,2014-08-05,269.7077114741404,268.5,0.003223001831817389,0.9233333333333333,0.9233333333333333,161,300,268.8398423491603,268.8398423491603,0.0,268.8398423491603,0,1.0,0.6666666666666666,1.2222222222222223,0.7777777777777778,-0.68,3.24,-0.1875,0.5833333333333334,0.5833333333333334,1.5833333333333333
175,794,2014-08-06,271.21106448940077,266.15,0.005558530976751522,1.1233333333333333,1.1233333333333333,157,300,269.7077114741404,269.7077114741404,0.0,269.7077114741404,0,0.3333333333333333,2.5555555555555554,1.1111111111111112,1.0,-0.21,3.35,-0.34375,1.0,1.1666666666666667,1.5833333333333333
