local_day,day_index,date,price,real_price,log_return,aggregate_action,total_demand,active_agents,alive_agents,best_bid,best_ask,spread,mid_price,num_fills,mean_action_lstm,mean_action_gru,mean_action_cnn,mean_action_mlp,mean_action_momentum,mean_action_value,mean_action_random,mean_action_band_low,mean_action_band_mid,mean_action_band_high
72,691,2014-03-06,160.85073264725762,186.9,0.010618212625697872,1.81,1.81,152,300,159.15182103154996,159.15182103154996,0.0,159.15182103154996,0,0.4444444444444444,1.0,0.4444444444444444,0.7777777777777778,1.23,3.75,0.328125,0.25,0.8333333333333334,0.9166666666666666
73,692,2014-03-07,163.37101459115954,187.85,0.01554696888517981,2.19,2.19,151,300,160.85073264725762,160.85073264725762,0.0,160.85073264725762,0,1.3333333333333333,1.0,1.7777777777777777,1.0,2.63,3.44,0.0625,1.8333333333333333,1.0,1.0
74,693,2014-03-10,165.32067082104905,184.6,0.011863269940337784,1.56,1.56,139,300,163.37101459115954,163.37101459115954,0.0,163.37101459115954,0,0.4444444444444444,0.2222222222222222,2.111111111111111,0.4444444444444444,0.58,3.68,0.203125,1.25,0.5833333333333334,0.5833333333333334
75,694,2014-03-11,165.6836704568988,183.65,0.002193323386459588,0.8266666666666667,0.8266666666666667,145,300,165.32067082104905,165.32067082104905,0.0,165.32067082104905,0,0.6666666666666666,0.5555555555555556,1.2222222222222223,0.8888888888888888,-0.86,2.96,0.125,0.5833333333333334,1.0833333333333333,0.8333333333333334
76,695,2014-03-12,166.29589208060736,179.2,0.0036883132989662896,0.9,0.9,131,300,165.6836704568988,165.6836704568988,0.0,165.6836704568988,0,0.3333333333333333,0.7777777777777778,1.2222222222222223,1.0,-0.16,2.74,-0.28125,0.75,0.5,1.25
77,696,2014-03-13,166.69346168349114,183.2,0.0023878828995640197,0.8366666666666667,0.8366666666666667,149,300,166.29589208060736,166.29589208060736,0.0,166.29589208060736,0,0.3333333333333333,0.7777777777777778,1.1111111111111112,0.2222222222222222,-1.4,3.41,0.4375,0.5833333333333334,0.08333333333333333,1.1666666666666667
78,697,2014-03-14,167.94051315100427,188.75,0.0074532613793831335,1.7366666666666666,1.7366666666666666,158,300,166.69346168349114,166.69346168349114,0.0,166.69346168349114,0,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.4444444444444444,1.5,3.44,0.140625,0.6666666666666666,0.3333333333333333,0.5
79,698,2014-03-18,169.96025651578577,185.2,0.011954796204696933,1.7566666666666666,1.7566666666666666,137,300,167.94051315100427,167.94051315100427,0.0,167.94051315100427,0,0.7777777777777778,1.0,0.8888888888888888,1.0,1.9,2.91,0.203125,0.5833333333333334,0.5833333333333334,1.5833333333333333
80,699,2014-03-19,171.00245678622312,181.6,0.006113299053367039,0.8066666666666666,0.8066666666666666,127,300,169.96025651578577,169.96025651578577,0.0,169.96025651578577,0,0.8888888888888888,0.5555555555555556,1.1111111111111112,1.0,-0.95,2.86,0.296875,1.1666666666666667,0.8333333333333334,0.6666666666666666
81,700,2014-03-20,172.00490855139603,181.7,0.005845090925412873,0.88,0.88,159,300,171.00245678622312,171.00245678622312,0.0,171.00245678622312,0,0.4444444444444444,0.0,0.8888888888888888,0.2222222222222222,-1.41,3.51,0.625,0.16666666666666666,0.3333333333333333,0.6666666666666666
82,701,2014-03-21,172.558367673092,181.6,0.0032125280659662885,1.03,1.03,141,300,172.00490855139603,172.00490855139603,0.0,172.00490855139603,0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.8888888888888888,0.0,3.0,-0.078125,0.4166666666666667,0.16666666666666666,0.5833333333333334
83,702,2014-03-22,173.31675478528743,178.5,0.004385330301820467,1.0866666666666667,1.0866666666666667,146,300,172.558367673092,172.558367673092,0.0,172.558367673092,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.05,3.18,-0.125,0.5,0.08333333333333333,0.3333333333333333
84,703,2014-03-24,173.70518032628382,179.9,0.002238623348611002,0.68,0.68,156,300,173.31675478528743,173.31675478528743,0.0,173.31675478528743,0,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,-1.37,3.31,0.0625,0.08333333333333333,0.25,0.16666666666666666
